doc_id,doi,source,status,error
7qcfsbr7NTIjEQCrSWh2,10.1007/s00467-025-06957-1,openalex,ready,
7qcfsbr7NTIjEQCrSWh2,10.1186/s12882-025-04676-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7qcfsbr7NTIjEQCrSWh2,10.1186/s12882-025-04634-x,openalex,ready,
7r5bOK9CmQnpngMHqL9c,10.1038/s41598-025-32327-w,openalex,ready,
7r5bOK9CmQnpngMHqL9c,10.1186/s12870-025-07816-9,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7r5bOK9CmQnpngMHqL9c,10.1038/s41598-025-30768-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7rIIpRT6yQegnW4ubTm9,10.1186/s12902-025-02110-z,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7rIIpRT6yQegnW4ubTm9,10.1186/s42523-025-00503-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7rIIpRT6yQegnW4ubTm9,10.1007/s12155-025-10934-9,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7rNKxg4t2XHZ4BntfTKI,10.3390/ani15101419,openalex,ready,
7rNKxg4t2XHZ4BntfTKI,10.2174/1573407216666200303110113,openalex,ready,
7rwAi6V6V4xiFYewHwEa,10.1016/j.fcr.2026.110352,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7rwAi6V6V4xiFYewHwEa,10.1016/j.jmapro.2025.12.033,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7rwAi6V6V4xiFYewHwEa,10.1002/app.57734,openalex,ready,
7uPLOkz9qGE6Na2yBc2K,10.1038/s41378-025-01114-y,openalex,ready,
7uPLOkz9qGE6Na2yBc2K,10.1038/s41378-025-01111-1,openalex,ready,
7uPLOkz9qGE6Na2yBc2K,10.1038/s41378-025-01047-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7wo6zY57as1iY5pI5V54,10.1038/s41612-025-01269-5,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7wo6zY57as1iY5pI5V54,10.1038/s41598-025-29498-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7wo6zY57as1iY5pI5V54,10.1038/s41598-025-31390-7,openalex,ready,
7xdbGiBo9cejdpbj5xCo,10.31643/2027/6445.10,openalex,ready,
7xdbGiBo9cejdpbj5xCo,10.1080/19490976.2025.2601430,openalex,ready,
7xdbGiBo9cejdpbj5xCo,10.1080/17441692.2025.2612452,openalex,ready,
7ynnMFCI9IJ2i8GiAIB1,10.1186/s42523-025-00503-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7ynnMFCI9IJ2i8GiAIB1,10.1007/s11657-025-01644-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7ynnMFCI9IJ2i8GiAIB1,10.1186/s12891-025-09382-5,openalex,ready,
7zBARSvOwqxKdjLlHzWG,10.1007/s10682-025-10377-w,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7zBARSvOwqxKdjLlHzWG,10.1016/j.polymdegradstab.2025.111788,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7zBARSvOwqxKdjLlHzWG,10.1007/s42690-025-01652-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
7zRfjG5jWw324fcRp9vc,10.1002/anie.202301660,openalex,ready,
7zRfjG5jWw324fcRp9vc,10.1002/cctc.201800936,openalex,ready,
7zRfjG5jWw324fcRp9vc,10.3390/molecules23051211,openalex,ready,
80l6onm7YxwHGVHoUaHY,10.1038/s41598-025-30304-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
80l6onm7YxwHGVHoUaHY,10.1038/s41598-025-30438-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
80l6onm7YxwHGVHoUaHY,10.1007/s42399-025-02237-z,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
820cQ0j4FcSztQlFFUkl,10.1007/s10791-025-09896-5,openalex,ready,
820cQ0j4FcSztQlFFUkl,10.1038/s41598-025-29575-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
820cQ0j4FcSztQlFFUkl,10.1038/s41598-025-28885-8,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
82NHaPA7MbCnQteSBolK,10.31127/tuje.1804146,openalex,ready,
82NHaPA7MbCnQteSBolK,10.1186/s13595-025-01309-3,openalex,ready,
82NHaPA7MbCnQteSBolK,10.1038/s41538-025-00664-9,openalex,ready,
82ajMPD5H4J95dTxCLQX,10.12957/redp.2026.90910,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
82ajMPD5H4J95dTxCLQX,10.19139/soic-2310-5070-3032,openalex,ready,
82ajMPD5H4J95dTxCLQX,10.31127/tuje.1804146,openalex,ready,
83TjDTgZOkRFnOslNOY6,10.31127/tuje.1786861,openalex,ready,
83TjDTgZOkRFnOslNOY6,10.7717/peerj.20590,openalex,ready,
83TjDTgZOkRFnOslNOY6,10.1590/1983-40632026v5683415,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
84OBHP1sHaJ8pt8sDBjJ,10.1038/s41598-025-29880-9,crossref,ready,
84OBHP1sHaJ8pt8sDBjJ,10.1038/s41598-025-09826-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
84OBHP1sHaJ8pt8sDBjJ,10.1038/s40494-026-02307-y,openalex,ready,
88YPpg3uba96ejqV9Rmv,10.1186/s40623-025-02327-1,crossref,ready,
88YPpg3uba96ejqV9Rmv,10.1186/s13287-025-04848-8,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
88YPpg3uba96ejqV9Rmv,10.1186/s40168-025-02238-z,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
88xCgw5cz8Lmo2bsXfNw,10.1016/j.matlet.2026.140115,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
88xCgw5cz8Lmo2bsXfNw,10.1007/978-981-95-1822-7_33,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
88xCgw5cz8Lmo2bsXfNw,10.1016/j.materresbull.2025.113941,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8ALpozXzC1K8GCihuH6z,10.1038/s41598-025-31592-z,openalex,ready,
8ALpozXzC1K8GCihuH6z,10.1038/s41598-025-32265-7,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8ALpozXzC1K8GCihuH6z,10.1186/s12889-025-25597-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8BMm9ZCyN48T9OTvrSy9,10.12957/redp.2026.90910,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
8BMm9ZCyN48T9OTvrSy9,10.19139/soic-2310-5070-3032,openalex,ready,
8BMm9ZCyN48T9OTvrSy9,10.31127/tuje.1804146,openalex,ready,
8BZWVGkhA5NQ3CpRd6W7,10.1186/s42523-025-00503-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8BZWVGkhA5NQ3CpRd6W7,10.1007/s11657-025-01644-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8BZWVGkhA5NQ3CpRd6W7,10.1186/s12891-025-09382-5,openalex,ready,
8Bof30IztHP4shrur1aE,10.1038/s41378-025-01114-y,openalex,ready,
8Bof30IztHP4shrur1aE,10.1038/s41378-025-01111-1,openalex,ready,
8Bof30IztHP4shrur1aE,10.1038/s41378-025-01047-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8BpplKu3e4Obt3Qvx7wg,10.31643/2027/6445.06,openalex,ready,
8BpplKu3e4Obt3Qvx7wg,10.31729/jnma.v64i293.9282,openalex,ready,
8BpplKu3e4Obt3Qvx7wg,10.1080/19490976.2025.2609405,openalex,ready,
8DvhCebWxaRQ1q3pHGqZ,10.1007/s11033-025-11397-z,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8DvhCebWxaRQ1q3pHGqZ,10.1186/s12951-025-03998-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8DvhCebWxaRQ1q3pHGqZ,10.1016/j.apcatb.2025.126292,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8F6CrDLhBEFOGkwz7lji,10.1007/s11033-025-11054-5,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8F6CrDLhBEFOGkwz7lji,10.1016/j.bioactmat.2025.12.046,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8F6CrDLhBEFOGkwz7lji,10.1016/j.bbamem.2025.184487,openalex,ready,
8FflyCOgaGKLMkTC6Zq8,10.31643/2027/6445.12,openalex,ready,
8FflyCOgaGKLMkTC6Zq8,10.1080/10253890.2025.2612332,openalex,ready,
8FflyCOgaGKLMkTC6Zq8,10.1038/s41420-025-02876-0,openalex,ready,
8JCVyxk6s7psRopFGBjJ,10.1186/s42400-025-00414-0,crossref,ready,
8JCVyxk6s7psRopFGBjJ,10.1186/s12944-025-02826-w,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8JCVyxk6s7psRopFGBjJ,10.1186/s10194-025-02242-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8JRw6Hphro5IOCgItX5g,10.31643/2027/6445.01,openalex,ready,
8JRw6Hphro5IOCgItX5g,10.1080/17482631.2026.2613971,openalex,ready,
8JRw6Hphro5IOCgItX5g,10.1364/jocn.575280,openalex,ready,
8JZ4oS8Oz25MPNCTbxbp,10.1002/ijc.70235,openalex,ready,
8JZ4oS8Oz25MPNCTbxbp,10.1002/jmri.70126,openalex,ready,
8JZ4oS8Oz25MPNCTbxbp,10.1016/j.bioactmat.2025.09.005,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8LukdEC39aqzSgGukUk4,10.1038/s42004-025-01839-x,openalex,ready,
8LukdEC39aqzSgGukUk4,10.1007/s12104-025-10251-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8LukdEC39aqzSgGukUk4,10.1038/s41598-025-28860-3,openalex,ready,
8Na9EtjklyAslt3O0GEq,10.31643/2027/6445.06,openalex,ready,
8Na9EtjklyAslt3O0GEq,10.31643/2027/6445.08,openalex,ready,
8Na9EtjklyAslt3O0GEq,10.1080/19490976.2025.2611543,openalex,ready,
8Nzkj9snZqDSaVAyrdCL,10.1038/s41612-025-01284-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8Nzkj9snZqDSaVAyrdCL,10.1007/s12559-025-10535-w,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8Nzkj9snZqDSaVAyrdCL,10.1038/s41699-025-00643-4,openalex,ready,
8PjIbjzB2Uxdsqhvq9uf,10.4025/actascihealthsci.v48i1.75131,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
8PjIbjzB2Uxdsqhvq9uf,10.1007/s11033-026-11457-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8PjIbjzB2Uxdsqhvq9uf,10.1007/s11033-025-11422-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8Q3QAJMaQfArJStgRzmg,10.31643/2027/6445.05,openalex,ready,
8Q3QAJMaQfArJStgRzmg,10.31643/2027/6445.08,openalex,ready,
8Q3QAJMaQfArJStgRzmg,10.31643/2027/6445.01,openalex,ready,
8QFwftTuGWqzkV8aHsD3,10.1186/s12964-025-02576-3,openalex,ready,
8QFwftTuGWqzkV8aHsD3,10.1038/s41598-025-29437-w,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8QFwftTuGWqzkV8aHsD3,10.1038/s41467-025-68070-z,crossref,ready,
8Qxz5yi5mKMkbSoTTkK5,10.1186/s42523-025-00503-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8Qxz5yi5mKMkbSoTTkK5,10.1007/s11657-025-01644-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8Qxz5yi5mKMkbSoTTkK5,10.1186/s12891-025-09382-5,openalex,ready,
8RumePXKXafofSnMhIK6,10.1038/s41598-025-02246-x,openalex,ready,
8RumePXKXafofSnMhIK6,10.1007/s00423-025-03911-5,openalex,ready,
8RumePXKXafofSnMhIK6,10.1038/s41598-025-32538-1,openalex,ready,
8ShHokQre63sBLiHTKou,10.1364/jocn.575280,openalex,ready,
8ShHokQre63sBLiHTKou,10.1186/s42523-025-00503-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8ShHokQre63sBLiHTKou,10.1007/s11657-025-01644-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8SiM3jpUdyPQMqVchTcU,10.1186/s13102-025-01370-5,crossref,ready,
8SiM3jpUdyPQMqVchTcU,10.1038/s41598-025-30642-w,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8SiM3jpUdyPQMqVchTcU,10.1038/s41598-025-11741-0,openalex,ready,
8UAS9cWmEupgYq6Y1Isb,10.1080/2162402x.2025.2605741,openalex,ready,
8UAS9cWmEupgYq6Y1Isb,10.1007/s10143-025-03932-0,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8UAS9cWmEupgYq6Y1Isb,10.1186/s42523-025-00503-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8Wmj40UwldmvzbIQNbCo,10.1364/jocn.575280,openalex,ready,
8Wmj40UwldmvzbIQNbCo,10.1038/s41377-025-02050-2,crossref,ready,
8Wmj40UwldmvzbIQNbCo,10.1038/s41598-025-30628-8,openalex,ready,
8Wu7jpQiqKCQa9TvXQbA,10.1186/s12870-025-07681-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8Wu7jpQiqKCQa9TvXQbA,10.1038/s41598-025-32287-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8Wu7jpQiqKCQa9TvXQbA,10.1038/s41598-025-32062-2,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8Zsfo5DxpgeeIMC1CFcL,10.31127/tuje.1786861,openalex,ready,
8Zsfo5DxpgeeIMC1CFcL,10.7717/peerj.20590,openalex,ready,
8Zsfo5DxpgeeIMC1CFcL,10.1590/1983-40632026v5683415,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
8a0JnJnXEfvuwy9l9KYl,10.1016/j.ijbiomac.2023.124482,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8ac1EehNWN0sgBia0lZW,10.31127/tuje.1614119,openalex,ready,
8ac1EehNWN0sgBia0lZW,10.31127/tuje.1763321,openalex,ready,
8ac1EehNWN0sgBia0lZW,10.31127/tuje.1713826,openalex,ready,
8cCsPvac2bE9YLThuyrv,10.1080/15384047.2025.2603095,openalex,ready,
8cCsPvac2bE9YLThuyrv,10.1007/s00423-025-03886-3,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8cCsPvac2bE9YLThuyrv,10.1186/s40543-025-00514-z,crossref,ready,
8cm8tIAlXs5xg6X8PhNV,10.1109/ojpel.2025.3639525,openalex,ready,
8cm8tIAlXs5xg6X8PhNV,10.1186/s12893-025-03414-6,openalex,ready,
8cm8tIAlXs5xg6X8PhNV,10.1038/s41598-025-30799-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8cpN90pTJ3lIEHb4D4dR,10.1080/15384047.2025.2603095,openalex,ready,
8cpN90pTJ3lIEHb4D4dR,10.1186/s13550-025-01351-2,openalex,ready,
8cpN90pTJ3lIEHb4D4dR,10.1038/s41598-025-33737-6,crossref,ready,
8cx0KgvpyiNCzCYNeCAO,10.31643/2027/6445.10,openalex,ready,
8cx0KgvpyiNCzCYNeCAO,10.1080/19490976.2025.2601430,openalex,ready,
8cx0KgvpyiNCzCYNeCAO,10.1080/17441692.2025.2612452,openalex,ready,
8elMzs4Xqq1YvP4r2vWZ,10.1007/s11033-025-11374-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8elMzs4Xqq1YvP4r2vWZ,10.1186/s13007-025-01480-8,crossref,ready,
8elMzs4Xqq1YvP4r2vWZ,10.1007/s11033-025-11217-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8fCC7Oqb3fJPXUS2NKDE,10.1186/s44147-025-00847-x,crossref,ready,
8fCC7Oqb3fJPXUS2NKDE,10.1038/s41598-025-31317-2,openalex,ready,
8fCC7Oqb3fJPXUS2NKDE,10.22036/pcr.2025.540201.2722,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
8gc5PhZbWssqQbx4zB4w,10.12957/redp.2026.91713,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
8gc5PhZbWssqQbx4zB4w,10.12957/redp.2026.87055,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
8gc5PhZbWssqQbx4zB4w,10.12957/redp.2026.92129,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
8geHMnhO56bx117FK6Es,10.1186/s12936-025-05674-2,crossref,ready,
8geHMnhO56bx117FK6Es,10.1186/s12913-025-13974-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8geHMnhO56bx117FK6Es,10.1007/s00289-025-06252-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8got6NPv0af0zPBA3CIJ,10.12957/redp.2026.90910,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
8got6NPv0af0zPBA3CIJ,10.19139/soic-2310-5070-3032,openalex,ready,
8got6NPv0af0zPBA3CIJ,10.31127/tuje.1804146,openalex,ready,
8hbcsGDW34lzktuYwWmc,10.31643/2027/6445.06,openalex,ready,
8hbcsGDW34lzktuYwWmc,10.31643/2027/6445.08,openalex,ready,
8hbcsGDW34lzktuYwWmc,10.1080/19490976.2025.2611543,openalex,ready,
8hcmYgaq87i7TV0kdGtb,10.1186/s12864-025-12400-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8hcmYgaq87i7TV0kdGtb,10.1186/s13661-025-02186-5,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8hcmYgaq87i7TV0kdGtb,10.1186/s13195-025-01927-z,openalex,ready,
8hgk2wagYfAXHZ6fc5bE,10.12957/redp.2026.90910,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
8hgk2wagYfAXHZ6fc5bE,10.19139/soic-2310-5070-3032,openalex,ready,
8hgk2wagYfAXHZ6fc5bE,10.31127/tuje.1804146,openalex,ready,
8hwvOxzcpXxHr1J1TqO0,10.1038/s41598-025-30304-x,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8hwvOxzcpXxHr1J1TqO0,10.1038/s41598-025-30438-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8hwvOxzcpXxHr1J1TqO0,10.1007/s42399-025-02237-z,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8i40mBRgKNl1eInamyjd,10.1007/s00467-025-06957-1,openalex,ready,
8i40mBRgKNl1eInamyjd,10.1186/s12882-025-04676-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8i40mBRgKNl1eInamyjd,10.1186/s12882-025-04634-x,openalex,ready,
8iSVGAQIcEnBNgAxVuhu,10.1186/s42523-025-00503-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8iSVGAQIcEnBNgAxVuhu,10.1007/s11657-025-01644-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8iSVGAQIcEnBNgAxVuhu,10.1186/s42238-025-00373-w,openalex,ready,
8icUCnsCntX3MLQPV5yA,10.31643/2027/6445.06,openalex,ready,
8icUCnsCntX3MLQPV5yA,10.31643/2027/6445.08,openalex,ready,
8icUCnsCntX3MLQPV5yA,10.1080/19490976.2025.2611543,openalex,ready,
8j388bYd2qihgS2L7CIF,10.31127/tuje.1804146,openalex,ready,
8j388bYd2qihgS2L7CIF,10.1186/s13595-025-01309-3,openalex,ready,
8j388bYd2qihgS2L7CIF,10.1038/s41538-025-00664-9,openalex,ready,
8ocEsODNnOt5UXA29m3O,10.1007/s44196-025-01093-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8ocEsODNnOt5UXA29m3O,10.1186/s12883-025-04564-z,openalex,ready,
8ocEsODNnOt5UXA29m3O,10.1186/s12886-025-04543-5,openalex,ready,
8pGMorgwcwSCwfv6ifrs,10.1038/s41598-025-31014-0,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8pGMorgwcwSCwfv6ifrs,10.1186/s11671-026-04432-w,crossref,ready,
8pGMorgwcwSCwfv6ifrs,10.1007/s10792-025-03877-9,openalex,ready,
8pkYP1Jd50UUw84WL2Yc,10.1186/s13661-025-02186-5,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8pkYP1Jd50UUw84WL2Yc,10.1186/s13195-025-01927-z,openalex,ready,
8pkYP1Jd50UUw84WL2Yc,10.1186/s12864-025-12400-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8pu4MDD2IQh5ZMzASqii,10.1186/s13027-025-00720-9,crossref,ready,
8pu4MDD2IQh5ZMzASqii,10.1007/s00423-025-03946-8,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8pu4MDD2IQh5ZMzASqii,10.1186/s40691-025-00451-w,openalex,ready,
8r0MsQ2biGonBi20R14o,10.1080/15384047.2025.2603095,openalex,ready,
8r0MsQ2biGonBi20R14o,10.1186/s13550-025-01351-2,openalex,ready,
8r0MsQ2biGonBi20R14o,10.1038/s41598-025-33737-6,crossref,ready,
8rtn77AGRg6IEIkQmkCU,10.1038/s41598-025-31227-3,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8rtn77AGRg6IEIkQmkCU,10.1186/s40648-025-00330-5,openalex,ready,
8rtn77AGRg6IEIkQmkCU,10.1038/s41377-025-02105-4,crossref,ready,
8rvNsWdhlMDs9aGOcJaP,10.1080/10872981.2026.2616194,openalex,ready,
8rvNsWdhlMDs9aGOcJaP,10.12957/redp.2026.90910,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
8rvNsWdhlMDs9aGOcJaP,10.1364/jocn.575280,openalex,ready,
8sUeZZ9gVIQWbui8yzD0,10.1186/s40345-025-00404-8,crossref,ready,
8sUeZZ9gVIQWbui8yzD0,10.1038/s41398-025-03753-1,openalex,ready,
8sUeZZ9gVIQWbui8yzD0,10.1186/s13063-025-09272-0,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
8trjaO8HY5ZuVbIAzKyd,10.31729/jnma.v64i293.9282,openalex,ready,
8trjaO8HY5ZuVbIAzKyd,10.1080/17482631.2026.2613971,openalex,ready,
8trjaO8HY5ZuVbIAzKyd,10.36001/ijphm.2026.v17i1.4567,openalex,ready,
8yyuM4pHSpEaWbAfvj86,10.1186/s40345-025-00404-8,crossref,ready,
8yyuM4pHSpEaWbAfvj86,10.1038/s41398-025-03753-1,openalex,ready,
8yyuM4pHSpEaWbAfvj86,10.1186/s13063-025-09272-0,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
9263xP5iOeU5OUMWSXtG,10.1186/s12903-025-07418-9,crossref,ready,
9263xP5iOeU5OUMWSXtG,10.1038/s41598-025-14195-6,openalex,ready,
9263xP5iOeU5OUMWSXtG,10.1186/s12903-025-07381-5,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
92c44B428Foyzn83kqDW,10.1186/s43593-025-00103-y,crossref,ready,
92c44B428Foyzn83kqDW,10.1038/s41467-025-67242-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
92c44B428Foyzn83kqDW,10.1186/s12873-025-01422-6,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
92dWBbLgdqCT2Rz58R7P,10.4025/actascihealthsci.v48i1.75131,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
92dWBbLgdqCT2Rz58R7P,10.1007/s11033-026-11457-y,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
92dWBbLgdqCT2Rz58R7P,10.1007/s11033-025-11422-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
937eELNdmWMQOCAIg66P,10.1038/s41467-025-66981-5,openalex,ready,
937eELNdmWMQOCAIg66P,10.1038/s41598-025-31162-3,crossref,ready,
937eELNdmWMQOCAIg66P,10.1038/s41378-025-01104-0,openalex,ready,
949B4Vjz8W6LHFBqAbwJ,10.1364/jocn.575280,openalex,ready,
949B4Vjz8W6LHFBqAbwJ,10.1038/s41467-025-68150-0,openalex,ready,
949B4Vjz8W6LHFBqAbwJ,10.1038/s44172-025-00566-4,crossref,ready,
94qCDp3cmgyf4MbnYi70,10.1007/s00467-025-06957-1,openalex,ready,
94qCDp3cmgyf4MbnYi70,10.1186/s12882-025-04676-1,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
94qCDp3cmgyf4MbnYi70,10.1186/s12882-025-04634-x,openalex,ready,
95YFcddKfwVI0VSndJS2,10.1080/15384047.2025.2611602,openalex,ready,
95YFcddKfwVI0VSndJS2,10.4025/actascihealthsci.v48i1.75131,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
95YFcddKfwVI0VSndJS2,10.1007/s00436-025-08583-0,crossref,ready,
95an0ixT6AA86422dg6H,10.1186/s44147-025-00847-x,crossref,ready,
95an0ixT6AA86422dg6H,10.1038/s41598-025-31317-2,openalex,ready,
95an0ixT6AA86422dg6H,10.22036/pcr.2025.540201.2722,fallback,fallback,elsevier_abstract_missing | openalex_not_found | crossref_not_found
96aNlfe2U0zR8h4hAk8v,10.1038/s42004-025-01839-x,openalex,ready,
96aNlfe2U0zR8h4hAk8v,10.1007/s12104-025-10251-4,fallback,fallback,elsevier_abstract_missing | openalex_abstract_missing | crossref_abstract_missing
96aNlfe2U0zR8h4hAk8v,10.1038/s41598-025-28860-3,openalex,ready,
96bf5ZPwAJuwIMd7k8u4,10.31643/2027/6445.07,openalex,ready,
